188,16
152,19
122,28
97,42
73,56
49,78
32,103
22,125
17,158
16,194
15,231
14,267
14,305
14,342
14,379
15,416
18,452
27,484
36,505
56,530
78,542
103,552
134,562
169,565
205,566
241,567
279,567
316,567
353,568
390,568
427,568
464,568
501,568
538,568
575,568
612,568
649,567
686,567
723,567
760,566
795,564
826,556
851,544
873,535
895,523
920,505
934,480
943,450
947,418
952,385
956,352
957,315
954,281
939,255
916,229
894,212
869,197
842,187
808,182
771,183
744,192
720,210
696,228
672,249
648,266
624,283
593,293
559,298
523,301
486,303
449,304
415,300
385,289
368,263
388,240
417,228
446,220
478,214
512,209
547,207
583,204
614,196
641,184
664,165
674,136
670,103
653,78
630,61
608,50
578,41
547,34
513,30
477,27
441,25
405,23
369,21
334,20
298,19
262,17
224,17
