45,18
36,24
31,34
31,45
31,57
31,69
31,80
31,92
31,103
31,115
31,126
31,138
31,150
31,161
31,173
31,185
31,196
31,208
31,220
31,232
31,243
31,255
31,267
31,278
31,290
31,302
31,313
31,325
31,337
31,348
31,360
31,372
31,383
31,395
31,407
31,418
31,430
31,442
31,453
31,465
31,477
31,489
31,500
31,512
31,524
31,535
31,547
35,557
45,563
56,563
68,563
79,563
91,563
103,563
114,563
126,563
138,563
149,563
161,563
173,563
184,563
196,563
208,563
219,563
231,563
243,563
254,563
266,563
278,563
290,563
301,563
313,563
325,563
336,563
348,563
360,563
371,563
383,563
395,563
406,563
418,563
430,563
441,563
453,563
465,563
476,563
488,563
500,563
512,563
523,563
535,563
547,563
558,563
570,563
582,563
593,563
605,563
617,563
628,563
640,563
652,563
663,563
675,563
687,563
698,563
710,563
722,563
733,563
745,563
757,563
769,563
780,563
792,563
804,563
815,563
827,563
839,563
850,563
862,563
874,563
885,563
897,563
909,563
920,563
932,563
944,562
953,558
958,548
958,536
958,525
958,513
958,501
958,490
958,478
958,466
958,455
958,443
958,431
958,419
958,408
958,396
958,384
958,373
958,361
958,349
958,338
958,326
958,314
958,303
958,291
958,279
958,268
958,256
958,244
958,233
958,221
958,209
958,197
958,186
958,174
958,162
958,151
958,139
958,127
958,116
958,104
958,92
958,81
958,69
958,57
958,46
958,34
953,24
944,19
932,18
921,18
909,18
897,18
886,18
874,18
862,18
851,18
839,18
827,18
816,18
804,18
792,18
781,18
769,18
757,18
745,18
734,18
722,18
710,18
699,18
687,18
675,18
664,18
652,18
640,18
629,18
617,18
605,18
594,18
582,18
570,18
559,18
547,18
535,18
524,18
512,18
500,18
488,18
477,18
465,18
453,18
442,18
430,18
418,18
407,18
395,18
383,18
372,18
360,18
348,18
337,18
325,18
313,18
302,18
290,18
278,18
266,18
255,18
243,18
231,18
220,18
208,18
196,18
185,18
173,18
161,18
150,18
138,18
126,18
115,18
103,18
91,18
80,18
68,18
56,18
